Batch Index,Loss
0,0.003469936
300,0.0077005597
600,0.011470121
900,0.0046535414
1200,0.0107023
1500,0.0030309819
1800,0.00353033
2100,0.002935871
2400,0.0050515393
2700,0.0011423095
3000,0.004044047
3300,0.005978539
3600,0.0025037383
3900,0.0019787918
4200,0.002426073
4500,0.003543952
4800,0.0027017943
5100,0.0037749645
5400,0.0031967878
5700,0.0029059325
6000,0.0021543433
